,Precision,Recall,Latency-Retriever,Latency-Generator
0,0.3333333333333333,0.2,4.503037691116333,9.87930154800415
1,0.3333333333333333,0.125,2.404264211654663,7.683768272399902
2,0.3333333333333333,0.2,2.5944230556488037,8.659690856933594
3,0.0,0.0,4.475061893463135,9.992220401763916
4,0.0,0.0,3.8325986862182617,6.913418531417847
5,0.3333333333333333,0.125,4.5882697105407715,14.219374895095825
6,0.3333333333333333,0.14285714285714285,4.094192028045654,16.4907066822052
7,0.3333333333333333,0.125,3.4939351081848145,10.889304399490356
8,0.3333333333333333,0.08333333333333333,4.020251750946045,9.767577171325684
9,0.0,0.0,2.569258213043213,10.766678810119629
10,0.3333333333333333,0.2,4.157053709030151,13.091206073760986
11,0.3333333333333333,0.25,2.347440004348755,16.62884545326233
12,0.0,0.0,4.295116901397705,12.9038245677948
13,0.3333333333333333,0.2,2.467142343521118,11.487977266311646
14,0.3333333333333333,0.2,2.31052303314209,12.599714040756226
