,Precision,Recall,Latency-Retriever,Latency-Generator
0,0.0,0.0,1.04548978805542,3.3088538646698
1,0.3333333333333333,1.0,1.0571327209472656,9.939792394638062
2,0.3333333333333333,0.5,0.8423929214477539,8.730545282363892
3,0.3333333333333333,0.25,1.1122424602508545,4.792947053909302
4,0.3333333333333333,0.3333333333333333,1.3900413513183594,4.081876277923584
5,0.0,0.0,1.0526008605957031,4.39031457901001
6,0.0,0.0,1.3478379249572754,4.5323474407196045
7,1.0,0.6,1.3483188152313232,4.839561462402344
8,1.0,0.6,1.203645944595337,5.6990954875946045
9,1.0,0.6,1.3538031578063965,8.584360122680664
10,1.0,0.6,1.2490160465240479,5.432694435119629
11,0.3333333333333333,0.25,1.180527925491333,4.530935764312744
12,0.3333333333333333,0.3333333333333333,1.2423985004425049,5.272793531417847
13,0.3333333333333333,0.2,1.2163686752319336,6.343745231628418
14,0.3333333333333333,0.2,0.8555855751037598,5.56995964050293
