,Precision,Recall,Latency-Retriever,Latency-Generator
0,0.4,0.4,4.950083017349243,13.534259796142578
1,0.4,0.25,2.712040901184082,7.509392976760864
2,0.4,0.4,2.9323506355285645,10.473448753356934
3,0.2,0.14285714285714285,4.207639217376709,7.856816530227661
4,0.2,0.2,3.782979965209961,11.45681095123291
5,0.4,0.25,4.74174165725708,14.458892822265625
6,0.4,0.2857142857142857,4.292483568191528,14.241273164749146
7,0.4,0.25,3.0991172790527344,9.761635780334473
8,0.4,0.16666666666666666,4.057095050811768,12.879931449890137
9,0.0,0.0,2.2756528854370117,13.79451870918274
10,0.0,0.0,3.873324394226074,14.105139255523682
11,0.4,0.5,2.652155876159668,16.603555917739868
12,0.0,0.0,4.265763759613037,9.326003313064575
13,0.4,0.4,2.4450185298919678,12.602375745773315
14,0.4,0.4,1.9889631271362305,13.325439453125
