,Precision,Recall,Latency-Retriever,Latency-Generator
0,0.2857142857142857,0.4,4.759516477584839,12.76982831954956
1,0.2857142857142857,0.25,2.6238200664520264,7.491223573684692
2,0.2857142857142857,0.4,2.8852999210357666,7.15169095993042
3,0.14285714285714285,0.14285714285714285,4.274430751800537,13.57696008682251
4,0.14285714285714285,0.2,4.281412363052368,9.100525140762329
5,0.2857142857142857,0.25,4.713532447814941,13.969186544418335
6,0.2857142857142857,0.2857142857142857,3.842905044555664,22.138705730438232
7,0.2857142857142857,0.25,3.3845386505126953,10.133363962173462
8,0.2857142857142857,0.16666666666666666,3.7844185829162598,10.669701337814331
9,0.0,0.0,2.028926372528076,13.79042363166809
10,0.0,0.0,4.350818872451782,10.629015445709229
11,0.2857142857142857,0.5,2.6998019218444824,11.024375200271606
12,0.0,0.0,3.971217155456543,9.75601840019226
13,0.2857142857142857,0.4,2.3183059692382812,10.404984474182129
14,0.2857142857142857,0.4,2.2473623752593994,13.929620742797852
