,K,Precision@K,Recall@K,Latency
0,7,0.4107142857142857,0.6208333333333333,1.3828734755516052
1,5,0.65,0.71875,1.4391460120677948
2,3,0.5,0.32291666666666663,1.1532763838768005
3,1,0.375,0.07500000000000001,1.3356674015522003
