,K,Precision@K,Recall@K,Latency
0,7,0.4107142857142857,0.6208333333333333,1.4344828128814697
1,5,0.65,0.71875,1.105804979801178
2,3,0.5,0.32291666666666663,1.3328678905963898
3,1,0.375,0.07500000000000001,1.338798701763153
