,K,Precision@K,Recall@K,Latency
0,7,0.5178571428571428,0.7708333333333333,1.135101556777954
1,5,0.825,0.89375,1.2094477117061615
2,3,0.6666666666666666,0.42291666666666666,1.361248791217804
3,1,0.5,0.1,1.130826324224472
