,K,Precision@K,Recall@K,Latency
0,7,0.0,0.0,1.33597132563591
1,5,0.0,0.0,1.0795888900756836
2,3,0.0,0.0,1.3337825238704681
3,1,0.0,0.0,1.348361849784851
