,K,Precision@K,Recall@K,Latency
0,7,0.5178571428571428,0.7708333333333333,1.0978000462055206
1,5,0.825,0.89375,1.1842044293880463
2,3,0.6666666666666666,0.42291666666666666,1.3826067745685577
3,1,0.5,0.1,1.1237072348594666
