,K,Precision@K,Recall@K,Latency
0,7,0.0,0.0,1.0812412202358246
1,5,0.0,0.0,1.387608528137207
2,3,0.0,0.0,1.1292429864406586
3,1,0.0,0.0,1.3101274371147156
