,K,Precision@K,Recall@K,Latency
0,7,0.4107142857142857,0.6208333333333333,1.093470573425293
1,5,0.65,0.71875,1.3588929176330566
2,3,0.5,0.32291666666666663,1.2879662811756134
3,1,0.375,0.07500000000000001,1.13711678981781
