,K,Precision@K,Recall@K,Latency
0,7,0.5178571428571428,0.7708333333333333,1.4343393743038177
1,5,0.825,0.89375,1.358316332101822
2,3,0.6666666666666666,0.42291666666666666,1.1117096245288849
3,1,0.5,0.1,1.310798317193985
