,K,Precision@K,Recall@K,Latency
0,7,0.5,0.7395833333333333,1.4335108697414398
1,5,0.775,0.83125,1.1315539479255676
2,3,0.625,0.39166666666666666,1.3609881401062012
3,1,0.5,0.1,1.3343406319618225
