,K,Precision@K,Recall@K,Latency
0,7,0.5,0.7395833333333333,1.2874435484409332
1,5,0.775,0.83125,1.3316909968852997
2,3,0.625,0.39166666666666666,1.1023685932159424
3,1,0.5,0.1,1.378719449043274
